Cer,[M+C2H3O2]-,NL_C2H4CO2,M-H-H2CO,NL_H2O&SN1,NL_H2O&SN2amide,SN2amide
Cer(d16:0/17:0)+C2H3O2,584.5259,524.5048,494.4942,294.2803,237.2221,268.2646
Cer(d16:0/17:1)+C2H3O2,582.5102,522.4891,492.4785,292.2646,237.2221,266.2489
Cer(d16:0/17:2)+C2H3O2,580.4946,520.4735,490.4629,290.249,237.2221,264.2333
Cer(d16:0/18:0)+C2H3O2,598.5415,538.5204,508.5098,308.2959,237.2221,282.2802
Cer(d16:0/18:1)+C2H3O2,596.5259,536.5048,506.4942,306.2803,237.2221,280.2646
Cer(d16:0/18:2)+C2H3O2,594.5102,534.4891,504.4785,304.2646,237.2221,278.2489
Cer(d16:0/18:3)+C2H3O2,592.4946,532.4735,502.4629,302.249,237.2221,276.2333
Cer(d16:0/18:4)+C2H3O2,590.4789,530.4578,500.4472,300.2333,237.2221,274.2176
Cer(d16:0/19:0)+C2H3O2,612.5572,552.5361,522.5255,322.3116,237.2221,296.2959
Cer(d16:0/20:0)+C2H3O2,626.5728,566.5517,536.5411,336.3272,237.2221,310.3115
Cer(d16:0/20:1)+C2H3O2,624.5572,564.5361,534.5255,334.3116,237.2221,308.2959
Cer(d16:0/20:2)+C2H3O2,622.5415,562.5204,532.5098,332.2959,237.2221,306.2802
Cer(d16:0/20:3)+C2H3O2,620.5259,560.5048,530.4942,330.2803,237.2221,304.2646
Cer(d16:0/20:4)+C2H3O2,618.5102,558.4891,528.4785,328.2646,237.2221,302.2489
Cer(d16:0/20:5)+C2H3O2,616.4946,556.4735,526.4629,326.249,237.2221,300.2333
Cer(d16:0/21:0)+C2H3O2,640.5885,580.5674,550.5568,350.3429,237.2221,324.3272
Cer(d16:0/22:0)+C2H3O2,654.6041,594.583,564.5724,364.3585,237.2221,338.3428
Cer(d16:0/22:1)+C2H3O2,652.5885,592.5674,562.5568,362.3429,237.2221,336.3272
Cer(d16:0/22:2)+C2H3O2,650.5728,590.5517,560.5411,360.3272,237.2221,334.3115
Cer(d16:0/22:3)+C2H3O2,648.5572,588.5361,558.5255,358.3116,237.2221,332.2959
Cer(d16:0/22:4)+C2H3O2,646.5415,586.5204,556.5098,356.2959,237.2221,330.2802
Cer(d16:0/22:5)+C2H3O2,644.5259,584.5048,554.4942,354.2803,237.2221,328.2646
Cer(d16:0/22:6)+C2H3O2,642.5102,582.4891,552.4785,352.2646,237.2221,326.2489
Cer(d16:0/23:0)+C2H3O2,668.6198,608.5987,578.5881,378.3742,237.2221,352.3585
Cer(d16:0/24:0)+C2H3O2,682.6354,622.6143,592.6037,392.3898,237.2221,366.3741
Cer(d16:0/24:1)+C2H3O2,680.6198,620.5987,590.5881,390.3742,237.2221,364.3585
Cer(d16:0/25:0)+C2H3O2,696.6511,636.63,606.6194,406.4055,237.2221,380.3898
Cer(d16:0/26:0)+C2H3O2,710.6667,650.6456,620.635,420.4211,237.2221,394.4054
Cer(d16:0/8:0)+C2H3O2,458.385,398.3639,368.3533,168.1394,237.2221,142.1237
Cer(d16:1/10:0)+C2H3O2,484.4007,424.3796,394.369,196.1707,235.2065,170.155
Cer(d16:1/12:0)+C2H3O2,512.432,452.4109,422.4003,224.202,235.2065,198.1863
Cer(d16:1/13:0)+C2H3O2,526.4477,466.4266,436.416,238.2177,235.2065,212.202
Cer(d16:1/14:0)+C2H3O2,540.4633,480.4422,450.4316,252.2333,235.2065,226.2176
Cer(d16:1/14:1)+C2H3O2,538.4477,478.4266,448.416,250.2177,235.2065,224.202
Cer(d16:1/15:0)+C2H3O2,554.479,494.4579,464.4473,266.249,235.2065,240.2333
Cer(d16:1/15:1)+C2H3O2,552.4633,492.4422,462.4316,264.2333,235.2065,238.2176
Cer(d16:1/16:0)+C2H3O2,568.4946,508.4735,478.4629,280.2646,235.2065,254.2489
Cer(d16:1/16:1)+C2H3O2,566.479,506.4579,476.4473,278.249,235.2065,252.2333
Cer(d16:1/17:0)+C2H3O2,582.5103,522.4892,492.4786,294.2803,235.2065,268.2646
Cer(d16:1/17:1)+C2H3O2,580.4946,520.4735,490.4629,292.2646,235.2065,266.2489
Cer(d16:1/17:2)+C2H3O2,578.479,518.4579,488.4473,290.249,235.2065,264.2333
Cer(d16:1/18:0)+C2H3O2,596.5259,536.5048,506.4942,308.2959,235.2065,282.2802
Cer(d16:1/18:1)+C2H3O2,594.5103,534.4892,504.4786,306.2803,235.2065,280.2646
Cer(d16:1/18:2)+C2H3O2,592.4946,532.4735,502.4629,304.2646,235.2065,278.2489
Cer(d16:1/18:3)+C2H3O2,590.479,530.4579,500.4473,302.249,235.2065,276.2333
Cer(d16:1/18:4)+C2H3O2,588.4633,528.4422,498.4316,300.2333,235.2065,274.2176
Cer(d16:1/19:0)+C2H3O2,610.5416,550.5205,520.5099,322.3116,235.2065,296.2959
Cer(d16:1/20:0)+C2H3O2,624.5572,564.5361,534.5255,336.3272,235.2065,310.3115
Cer(d16:1/20:1)+C2H3O2,622.5416,562.5205,532.5099,334.3116,235.2065,308.2959
Cer(d16:1/20:2)+C2H3O2,620.5259,560.5048,530.4942,332.2959,235.2065,306.2802
Cer(d16:1/20:3)+C2H3O2,618.5103,558.4892,528.4786,330.2803,235.2065,304.2646
Cer(d16:1/20:4)+C2H3O2,616.4946,556.4735,526.4629,328.2646,235.2065,302.2489
Cer(d16:1/20:5)+C2H3O2,614.479,554.4579,524.4473,326.249,235.2065,300.2333
Cer(d16:1/21:0)+C2H3O2,638.5729,578.5518,548.5412,350.3429,235.2065,324.3272
Cer(d16:1/22:0)+C2H3O2,652.5885,592.5674,562.5568,364.3585,235.2065,338.3428
Cer(d16:1/22:1)+C2H3O2,650.5729,590.5518,560.5412,362.3429,235.2065,336.3272
Cer(d16:1/22:2)+C2H3O2,648.5572,588.5361,558.5255,360.3272,235.2065,334.3115
Cer(d16:1/22:3)+C2H3O2,646.5416,586.5205,556.5099,358.3116,235.2065,332.2959
Cer(d16:1/22:4)+C2H3O2,644.5259,584.5048,554.4942,356.2959,235.2065,330.2802
Cer(d16:1/22:5)+C2H3O2,642.5103,582.4892,552.4786,354.2803,235.2065,328.2646
Cer(d16:1/22:6)+C2H3O2,640.4946,580.4735,550.4629,352.2646,235.2065,326.2489
Cer(d16:1/23:0)+C2H3O2,666.6042,606.5831,576.5725,378.3742,235.2065,352.3585
Cer(d16:1/24:0)+C2H3O2,680.6198,620.5987,590.5881,392.3898,235.2065,366.3741
Cer(d16:1/24:1)+C2H3O2,678.6042,618.5831,588.5725,390.3742,235.2065,364.3585
Cer(d16:1/25:0)+C2H3O2,694.6355,634.6144,604.6038,406.4055,235.2065,380.3898
Cer(d16:1/26:0)+C2H3O2,708.6511,648.63,618.6194,420.4211,235.2065,394.4054
Cer(d16:1/8:0)+C2H3O2,456.3694,396.3483,366.3377,168.1394,235.2065,142.1237
Cer(d17:0/10:0)+C2H3O2,500.432,440.4109,410.4003,196.1707,251.2378,170.155
Cer(d17:0/12:0)+C2H3O2,528.4633,468.4422,438.4316,224.202,251.2378,198.1863
Cer(d17:0/13:0)+C2H3O2,542.479,482.4579,452.4473,238.2177,251.2378,212.202
Cer(d17:0/14:0)+C2H3O2,556.4946,496.4735,466.4629,252.2333,251.2378,226.2176
Cer(d17:0/14:1)+C2H3O2,554.479,494.4579,464.4473,250.2177,251.2378,224.202
Cer(d17:0/15:0)+C2H3O2,570.5103,510.4892,480.4786,266.249,251.2378,240.2333
Cer(d17:0/15:1)+C2H3O2,568.4946,508.4735,478.4629,264.2333,251.2378,238.2176
Cer(d17:0/16:0)+C2H3O2,584.5259,524.5048,494.4942,280.2646,251.2378,254.2489
Cer(d17:0/16:1)+C2H3O2,582.5103,522.4892,492.4786,278.249,251.2378,252.2333
Cer(d17:0/17:0)+C2H3O2,598.5416,538.5205,508.5099,294.2803,251.2378,268.2646
Cer(d17:0/17:1)+C2H3O2,596.5259,536.5048,506.4942,292.2646,251.2378,266.2489
Cer(d17:0/17:2)+C2H3O2,594.5103,534.4892,504.4786,290.249,251.2378,264.2333
Cer(d17:0/18:0)+C2H3O2,612.5572,552.5361,522.5255,308.2959,251.2378,282.2802
Cer(d17:0/18:1)+C2H3O2,610.5416,550.5205,520.5099,306.2803,251.2378,280.2646
Cer(d17:0/18:2)+C2H3O2,608.5259,548.5048,518.4942,304.2646,251.2378,278.2489
Cer(d17:0/18:3)+C2H3O2,606.5103,546.4892,516.4786,302.249,251.2378,276.2333
Cer(d17:0/18:4)+C2H3O2,604.4946,544.4735,514.4629,300.2333,251.2378,274.2176
Cer(d17:0/19:0)+C2H3O2,626.5729,566.5518,536.5412,322.3116,251.2378,296.2959
Cer(d17:0/20:0)+C2H3O2,640.5885,580.5674,550.5568,336.3272,251.2378,310.3115
Cer(d17:0/20:1)+C2H3O2,638.5729,578.5518,548.5412,334.3116,251.2378,308.2959
Cer(d17:0/20:2)+C2H3O2,636.5572,576.5361,546.5255,332.2959,251.2378,306.2802
Cer(d17:0/20:3)+C2H3O2,634.5416,574.5205,544.5099,330.2803,251.2378,304.2646
Cer(d17:0/20:4)+C2H3O2,632.5259,572.5048,542.4942,328.2646,251.2378,302.2489
Cer(d17:0/20:5)+C2H3O2,630.5103,570.4892,540.4786,326.249,251.2378,300.2333
Cer(d17:0/21:0)+C2H3O2,654.6042,594.5831,564.5725,350.3429,251.2378,324.3272
Cer(d17:0/22:0)+C2H3O2,668.6198,608.5987,578.5881,364.3585,251.2378,338.3428
Cer(d17:0/22:1)+C2H3O2,666.6042,606.5831,576.5725,362.3429,251.2378,336.3272
Cer(d17:0/22:2)+C2H3O2,664.5885,604.5674,574.5568,360.3272,251.2378,334.3115
Cer(d17:0/22:3)+C2H3O2,662.5729,602.5518,572.5412,358.3116,251.2378,332.2959
Cer(d17:0/22:4)+C2H3O2,660.5572,600.5361,570.5255,356.2959,251.2378,330.2802
Cer(d17:0/22:5)+C2H3O2,658.5416,598.5205,568.5099,354.2803,251.2378,328.2646
Cer(d17:0/22:6)+C2H3O2,656.5259,596.5048,566.4942,352.2646,251.2378,326.2489
Cer(d17:0/23:0)+C2H3O2,682.6355,622.6144,592.6038,378.3742,251.2378,352.3585
Cer(d17:0/24:0)+C2H3O2,696.6511,636.63,606.6194,392.3898,251.2378,366.3741
Cer(d17:0/24:1)+C2H3O2,694.6355,634.6144,604.6038,390.3742,251.2378,364.3585
Cer(d17:0/25:0)+C2H3O2,710.6668,650.6457,620.6351,406.4055,251.2378,380.3898
Cer(d17:0/26:0)+C2H3O2,724.6824,664.6613,634.6507,420.4211,251.2378,394.4054
Cer(d17:0/8:0)+C2H3O2,472.4007,412.3796,382.369,168.1394,251.2378,142.1237
Cer(d17:1/10:0)+C2H3O2,498.4163,438.3952,408.3846,196.1707,249.2221,170.155
Cer(d17:1/12:0)+C2H3O2,526.4476,466.4265,436.4159,224.202,249.2221,198.1863
Cer(d17:1/13:0)+C2H3O2,540.4633,480.4422,450.4316,238.2177,249.2221,212.202
Cer(d17:1/14:0)+C2H3O2,554.4789,494.4578,464.4472,252.2333,249.2221,226.2176
Cer(d17:1/14:1)+C2H3O2,552.4633,492.4422,462.4316,250.2177,249.2221,224.202
Cer(d17:1/15:0)+C2H3O2,568.4946,508.4735,478.4629,266.249,249.2221,240.2333
Cer(d17:1/15:1)+C2H3O2,566.4789,506.4578,476.4472,264.2333,249.2221,238.2176
Cer(d17:1/16:0)+C2H3O2,582.5102,522.4891,492.4785,280.2646,249.2221,254.2489
Cer(d17:1/16:1)+C2H3O2,580.4946,520.4735,490.4629,278.249,249.2221,252.2333
Cer(d17:1/17:0)+C2H3O2,596.5259,536.5048,506.4942,294.2803,249.2221,268.2646
Cer(d17:1/17:1)+C2H3O2,594.5102,534.4891,504.4785,292.2646,249.2221,266.2489
Cer(d17:1/17:2)+C2H3O2,592.4946,532.4735,502.4629,290.249,249.2221,264.2333
Cer(d17:1/18:0)+C2H3O2,610.5415,550.5204,520.5098,308.2959,249.2221,282.2802
Cer(d17:1/18:1)+C2H3O2,608.5259,548.5048,518.4942,306.2803,249.2221,280.2646
Cer(d17:1/18:2)+C2H3O2,606.5102,546.4891,516.4785,304.2646,249.2221,278.2489
Cer(d17:1/18:3)+C2H3O2,604.4946,544.4735,514.4629,302.249,249.2221,276.2333
Cer(d17:1/18:4)+C2H3O2,602.4789,542.4578,512.4472,300.2333,249.2221,274.2176
Cer(d17:1/19:0)+C2H3O2,624.5572,564.5361,534.5255,322.3116,249.2221,296.2959
Cer(d17:1/20:0)+C2H3O2,638.5728,578.5517,548.5411,336.3272,249.2221,310.3115
Cer(d17:1/20:1)+C2H3O2,636.5572,576.5361,546.5255,334.3116,249.2221,308.2959
Cer(d17:1/20:2)+C2H3O2,634.5415,574.5204,544.5098,332.2959,249.2221,306.2802
Cer(d17:1/20:3)+C2H3O2,632.5259,572.5048,542.4942,330.2803,249.2221,304.2646
Cer(d17:1/20:4)+C2H3O2,630.5102,570.4891,540.4785,328.2646,249.2221,302.2489
Cer(d17:1/20:5)+C2H3O2,628.4946,568.4735,538.4629,326.249,249.2221,300.2333
Cer(d17:1/21:0)+C2H3O2,652.5885,592.5674,562.5568,350.3429,249.2221,324.3272
Cer(d17:1/22:0)+C2H3O2,666.6041,606.583,576.5724,364.3585,249.2221,338.3428
Cer(d17:1/22:1)+C2H3O2,664.5885,604.5674,574.5568,362.3429,249.2221,336.3272
Cer(d17:1/22:2)+C2H3O2,662.5728,602.5517,572.5411,360.3272,249.2221,334.3115
Cer(d17:1/22:3)+C2H3O2,660.5572,600.5361,570.5255,358.3116,249.2221,332.2959
Cer(d17:1/22:4)+C2H3O2,658.5415,598.5204,568.5098,356.2959,249.2221,330.2802
Cer(d17:1/22:5)+C2H3O2,656.5259,596.5048,566.4942,354.2803,249.2221,328.2646
Cer(d17:1/22:6)+C2H3O2,654.5102,594.4891,564.4785,352.2646,249.2221,326.2489
Cer(d17:1/23:0)+C2H3O2,680.6198,620.5987,590.5881,378.3742,249.2221,352.3585
Cer(d17:1/24:0)+C2H3O2,694.6354,634.6143,604.6037,392.3898,249.2221,366.3741
Cer(d17:1/24:1)+C2H3O2,692.6198,632.5987,602.5881,390.3742,249.2221,364.3585
Cer(d17:1/25:0)+C2H3O2,708.6511,648.63,618.6194,406.4055,249.2221,380.3898
Cer(d17:1/26:0)+C2H3O2,722.6667,662.6456,632.635,420.4211,249.2221,394.4054
Cer(d17:1/8:0)+C2H3O2,470.385,410.3639,380.3533,168.1394,249.2221,142.1237
Cer(d17:2/10:0)+C2H3O2,496.4007,436.3796,406.369,196.1707,247.2065,170.155
Cer(d17:2/12:0)+C2H3O2,524.432,464.4109,434.4003,224.202,247.2065,198.1863
Cer(d17:2/13:0)+C2H3O2,538.4477,478.4266,448.416,238.2177,247.2065,212.202
Cer(d17:2/14:0)+C2H3O2,552.4633,492.4422,462.4316,252.2333,247.2065,226.2176
Cer(d17:2/14:1)+C2H3O2,550.4477,490.4266,460.416,250.2177,247.2065,224.202
Cer(d17:2/15:0)+C2H3O2,566.479,506.4579,476.4473,266.249,247.2065,240.2333
Cer(d17:2/15:1)+C2H3O2,564.4633,504.4422,474.4316,264.2333,247.2065,238.2176
Cer(d17:2/16:0)+C2H3O2,580.4946,520.4735,490.4629,280.2646,247.2065,254.2489
Cer(d17:2/16:1)+C2H3O2,578.479,518.4579,488.4473,278.249,247.2065,252.2333
Cer(d17:2/17:0)+C2H3O2,594.5103,534.4892,504.4786,294.2803,247.2065,268.2646
Cer(d17:2/17:1)+C2H3O2,592.4946,532.4735,502.4629,292.2646,247.2065,266.2489
Cer(d17:2/17:2)+C2H3O2,590.479,530.4579,500.4473,290.249,247.2065,264.2333
Cer(d17:2/18:0)+C2H3O2,608.5259,548.5048,518.4942,308.2959,247.2065,282.2802
Cer(d17:2/18:1)+C2H3O2,606.5103,546.4892,516.4786,306.2803,247.2065,280.2646
Cer(d17:2/18:2)+C2H3O2,604.4946,544.4735,514.4629,304.2646,247.2065,278.2489
Cer(d17:2/18:3)+C2H3O2,602.479,542.4579,512.4473,302.249,247.2065,276.2333
Cer(d17:2/18:4)+C2H3O2,600.4633,540.4422,510.4316,300.2333,247.2065,274.2176
Cer(d17:2/19:0)+C2H3O2,622.5416,562.5205,532.5099,322.3116,247.2065,296.2959
Cer(d17:2/20:0)+C2H3O2,636.5572,576.5361,546.5255,336.3272,247.2065,310.3115
Cer(d17:2/20:1)+C2H3O2,634.5416,574.5205,544.5099,334.3116,247.2065,308.2959
Cer(d17:2/20:2)+C2H3O2,632.5259,572.5048,542.4942,332.2959,247.2065,306.2802
Cer(d17:2/20:3)+C2H3O2,630.5103,570.4892,540.4786,330.2803,247.2065,304.2646
Cer(d17:2/20:4)+C2H3O2,628.4946,568.4735,538.4629,328.2646,247.2065,302.2489
Cer(d17:2/20:5)+C2H3O2,626.479,566.4579,536.4473,326.249,247.2065,300.2333
Cer(d17:2/21:0)+C2H3O2,650.5729,590.5518,560.5412,350.3429,247.2065,324.3272
Cer(d17:2/22:0)+C2H3O2,664.5885,604.5674,574.5568,364.3585,247.2065,338.3428
Cer(d17:2/22:1)+C2H3O2,662.5729,602.5518,572.5412,362.3429,247.2065,336.3272
Cer(d17:2/22:2)+C2H3O2,660.5572,600.5361,570.5255,360.3272,247.2065,334.3115
Cer(d17:2/22:3)+C2H3O2,658.5416,598.5205,568.5099,358.3116,247.2065,332.2959
Cer(d17:2/22:4)+C2H3O2,656.5259,596.5048,566.4942,356.2959,247.2065,330.2802
Cer(d17:2/22:5)+C2H3O2,654.5103,594.4892,564.4786,354.2803,247.2065,328.2646
Cer(d17:2/22:6)+C2H3O2,652.4946,592.4735,562.4629,352.2646,247.2065,326.2489
Cer(d17:2/23:0)+C2H3O2,678.6042,618.5831,588.5725,378.3742,247.2065,352.3585
Cer(d17:2/24:0)+C2H3O2,692.6198,632.5987,602.5881,392.3898,247.2065,366.3741
Cer(d17:2/24:1)+C2H3O2,690.6042,630.5831,600.5725,390.3742,247.2065,364.3585
Cer(d17:2/25:0)+C2H3O2,706.6355,646.6144,616.6038,406.4055,247.2065,380.3898
Cer(d17:2/26:0)+C2H3O2,720.6511,660.63,630.6194,420.4211,247.2065,394.4054
Cer(d17:2/8:0)+C2H3O2,468.3694,408.3483,378.3377,168.1394,247.2065,142.1237
Cer(d18:0/10:0)+C2H3O2,514.4476,454.4265,424.4159,196.1707,265.2534,170.155
Cer(d18:0/12:0)+C2H3O2,542.4789,482.4578,452.4472,224.202,265.2534,198.1863
Cer(d18:0/13:0)+C2H3O2,556.4946,496.4735,466.4629,238.2177,265.2534,212.202
Cer(d18:0/14:0)+C2H3O2,570.5102,510.4891,480.4785,252.2333,265.2534,226.2176
Cer(d18:0/14:1)+C2H3O2,568.4946,508.4735,478.4629,250.2177,265.2534,224.202
Cer(d18:0/15:0)+C2H3O2,584.5259,524.5048,494.4942,266.249,265.2534,240.2333
Cer(d18:0/15:1)+C2H3O2,582.5102,522.4891,492.4785,264.2333,265.2534,238.2176
Cer(d18:0/16:0)+C2H3O2,598.5415,538.5204,508.5098,280.2646,265.2534,254.2489
Cer(d18:0/16:1)+C2H3O2,596.5259,536.5048,506.4942,278.249,265.2534,252.2333
Cer(d18:0/17:0)+C2H3O2,612.5572,552.5361,522.5255,294.2803,265.2534,268.2646
Cer(d18:0/17:1)+C2H3O2,610.5415,550.5204,520.5098,292.2646,265.2534,266.2489
Cer(d18:0/17:2)+C2H3O2,608.5259,548.5048,518.4942,290.249,265.2534,264.2333
Cer(d18:0/18:0)+C2H3O2,626.5728,566.5517,536.5411,308.2959,265.2534,282.2802
Cer(d18:0/18:1)+C2H3O2,624.5572,564.5361,534.5255,306.2803,265.2534,280.2646
Cer(d18:0/18:2)+C2H3O2,622.5415,562.5204,532.5098,304.2646,265.2534,278.2489
Cer(d18:0/18:3)+C2H3O2,620.5259,560.5048,530.4942,302.249,265.2534,276.2333
Cer(d18:0/18:4)+C2H3O2,618.5102,558.4891,528.4785,300.2333,265.2534,274.2176
Cer(d18:0/19:0)+C2H3O2,640.5885,580.5674,550.5568,322.3116,265.2534,296.2959
Cer(d18:0/20:0)+C2H3O2,654.6041,594.583,564.5724,336.3272,265.2534,310.3115
Cer(d18:0/20:1)+C2H3O2,652.5885,592.5674,562.5568,334.3116,265.2534,308.2959
Cer(d18:0/20:2)+C2H3O2,650.5728,590.5517,560.5411,332.2959,265.2534,306.2802
Cer(d18:0/20:3)+C2H3O2,648.5572,588.5361,558.5255,330.2803,265.2534,304.2646
Cer(d18:0/20:4)+C2H3O2,646.5415,586.5204,556.5098,328.2646,265.2534,302.2489
Cer(d18:0/20:5)+C2H3O2,644.5259,584.5048,554.4942,326.249,265.2534,300.2333
Cer(d18:0/21:0)+C2H3O2,668.6198,608.5987,578.5881,350.3429,265.2534,324.3272
Cer(d18:0/22:0)+C2H3O2,682.6354,622.6143,592.6037,364.3585,265.2534,338.3428
Cer(d18:0/22:1)+C2H3O2,680.6198,620.5987,590.5881,362.3429,265.2534,336.3272
Cer(d18:0/22:2)+C2H3O2,678.6041,618.583,588.5724,360.3272,265.2534,334.3115
Cer(d18:0/22:3)+C2H3O2,676.5885,616.5674,586.5568,358.3116,265.2534,332.2959
Cer(d18:0/22:4)+C2H3O2,674.5728,614.5517,584.5411,356.2959,265.2534,330.2802
Cer(d18:0/22:5)+C2H3O2,672.5572,612.5361,582.5255,354.2803,265.2534,328.2646
Cer(d18:0/22:6)+C2H3O2,670.5415,610.5204,580.5098,352.2646,265.2534,326.2489
Cer(d18:0/23:0)+C2H3O2,696.6511,636.63,606.6194,378.3742,265.2534,352.3585
Cer(d18:0/24:0)+C2H3O2,710.6667,650.6456,620.635,392.3898,265.2534,366.3741
Cer(d18:0/24:1)+C2H3O2,708.6511,648.63,618.6194,390.3742,265.2534,364.3585
Cer(d18:0/25:0)+C2H3O2,724.6824,664.6613,634.6507,406.4055,265.2534,380.3898
Cer(d18:0/26:0)+C2H3O2,738.698,678.6769,648.6663,420.4211,265.2534,394.4054
Cer(d18:0/8:0)+C2H3O2,486.4163,426.3952,396.3846,168.1394,265.2534,142.1237
Cer(d18:1/10:0)+C2H3O2,512.432,452.4109,422.4003,196.1707,263.2378,170.155
Cer(d18:1/12:0)+C2H3O2,540.4633,480.4422,450.4316,224.202,263.2378,198.1863
Cer(d18:1/13:0)+C2H3O2,554.479,494.4579,464.4473,238.2177,263.2378,212.202
Cer(d18:1/14:0)+C2H3O2,568.4946,508.4735,478.4629,252.2333,263.2378,226.2176
Cer(d18:1/14:1)+C2H3O2,566.479,506.4579,476.4473,250.2177,263.2378,224.202
Cer(d18:1/15:0)+C2H3O2,582.5103,522.4892,492.4786,266.249,263.2378,240.2333
Cer(d18:1/15:1)+C2H3O2,580.4946,520.4735,490.4629,264.2333,263.2378,238.2176
Cer(d18:1/16:0)+C2H3O2,596.5259,536.5048,506.4942,280.2646,263.2378,254.2489
Cer(d18:1/16:0)+HCO2,582.5102,536.50471,504.4786,506.4942,280.2646,263.2378
Cer(d18:1/16:1)+C2H3O2,594.5103,534.4892,520.5099,278.249,263.2378,252.2333
Cer(d18:1/17:0)+C2H3O2,610.5416,550.5205,518.4942,294.2803,263.2378,268.2646
Cer(d18:1/17:1)+C2H3O2,608.5259,548.5048,516.4786,292.2646,263.2378,266.2489
Cer(d18:1/17:2)+C2H3O2,606.5103,546.4892,534.5255,290.249,263.2378,264.2333
Cer(d18:1/18:0)+C2H3O2,624.5572,564.5361,532.5099,308.2959,263.2378,282.2802
Cer(d18:1/18:1)+C2H3O2,622.5416,562.5205,530.4942,306.2803,263.2378,280.2646
Cer(d18:1/18:2)+C2H3O2,620.5259,560.5048,528.4786,304.2646,263.2378,278.2489
Cer(d18:1/18:3)+C2H3O2,618.5103,558.4892,526.4629,302.249,263.2378,276.2333
Cer(d18:1/18:4)+C2H3O2,616.4946,556.4735,548.5412,300.2333,263.2378,274.2176
Cer(d18:1/19:0)+C2H3O2,638.5729,578.5518,562.5568,322.3116,263.2378,296.2959
Cer(d18:1/20:0)+C2H3O2,652.5885,592.5674,560.5412,336.3272,263.2378,310.3115
Cer(d18:1/20:1)+C2H3O2,650.5729,590.5518,558.5255,334.3116,263.2378,308.2959
Cer(d18:1/20:2)+C2H3O2,648.5572,588.5361,556.5099,332.2959,263.2378,306.2802
Cer(d18:1/20:3)+C2H3O2,646.5416,586.5205,554.4942,330.2803,263.2378,304.2646
Cer(d18:1/20:4)+C2H3O2,644.5259,584.5048,552.4786,328.2646,263.2378,302.2489
Cer(d18:1/20:5)+C2H3O2,642.5103,582.4892,576.5725,326.249,263.2378,300.2333
Cer(d18:1/21:0)+C2H3O2,666.6042,606.5831,590.5881,350.3429,263.2378,324.3272
Cer(d18:1/22:0)+C2H3O2,680.6198,620.5987,588.5725,364.3585,263.2378,338.3428
Cer(d18:1/22:1)+C2H3O2,678.6042,618.5831,586.5568,362.3429,263.2378,336.3272
Cer(d18:1/22:2)+C2H3O2,676.5885,616.5674,584.5412,360.3272,263.2378,334.3115
Cer(d18:1/22:3)+C2H3O2,674.5729,614.5518,582.5255,358.3116,263.2378,332.2959
Cer(d18:1/22:4)+C2H3O2,672.5572,612.5361,580.5099,356.2959,263.2378,330.2802
Cer(d18:1/22:5)+C2H3O2,670.5416,610.5205,578.4942,354.2803,263.2378,328.2646
Cer(d18:1/22:6)+C2H3O2,668.5259,608.5048,604.6038,352.2646,263.2378,326.2489
Cer(d18:1/23:0)+C2H3O2,694.6355,634.6144,618.6194,378.3742,263.2378,352.3585
Cer(d18:1/24:0)+C2H3O2,708.6511,648.63,616.6038,392.3898,263.2378,366.3741
Cer(d18:1/24:1)+C2H3O2,706.6355,646.6144,632.6351,390.3742,263.2378,364.3585
Cer(d18:1/25:0)+C2H3O2,722.6668,662.6457,646.6507,406.4055,263.2378,380.3898
Cer(d18:1/26:0)+C2H3O2,736.6824,676.6613,394.369,420.4211,263.2378,394.4054
Cer(d18:1/8:0)+C2H3O2,484.4007,424.3796,420.3846,168.1394,263.2378,142.1237
Cer(d18:2/10:0)+C2H3O2,510.4163,450.3952,448.4159,196.1707,261.2221,170.155
Cer(d18:2/12:0)+C2H3O2,538.4476,478.4265,462.4316,224.202,261.2221,198.1863
Cer(d18:2/13:0)+C2H3O2,552.4633,492.4422,476.4472,238.2177,261.2221,212.202
Cer(d18:2/14:0)+C2H3O2,566.4789,506.4578,474.4316,252.2333,261.2221,226.2176
Cer(d18:2/14:1)+C2H3O2,564.4633,504.4422,490.4629,250.2177,261.2221,224.202
Cer(d18:2/15:0)+C2H3O2,580.4946,520.4735,488.4472,266.249,261.2221,240.2333
Cer(d18:2/15:1)+C2H3O2,578.4789,518.4578,504.4785,264.2333,261.2221,238.2176
Cer(d18:2/16:0)+C2H3O2,594.5102,534.4891,502.4629,280.2646,261.2221,254.2489
Cer(d18:2/16:1)+C2H3O2,592.4946,532.4735,518.4942,278.249,261.2221,252.2333
Cer(d18:2/17:0)+C2H3O2,608.5259,548.5048,516.4785,294.2803,261.2221,268.2646
Cer(d18:2/17:1)+C2H3O2,606.5102,546.4891,514.4629,292.2646,261.2221,266.2489
Cer(d18:2/17:2)+C2H3O2,604.4946,544.4735,532.5098,290.249,261.2221,264.2333
Cer(d18:2/18:0)+C2H3O2,622.5415,562.5204,530.4942,308.2959,261.2221,282.2802
Cer(d18:2/18:1)+C2H3O2,620.5259,560.5048,528.4785,306.2803,261.2221,280.2646
Cer(d18:2/18:2)+C2H3O2,618.5102,558.4891,526.4629,304.2646,261.2221,278.2489
Cer(d18:2/18:3)+C2H3O2,616.4946,556.4735,524.4472,302.249,261.2221,276.2333
Cer(d18:2/18:4)+C2H3O2,614.4789,554.4578,546.5255,300.2333,261.2221,274.2176
